feature,importance
right_pair_5_9,2.946084021805866e-06
right_pair_4_9,2.940336552190827e-06
right_pair_18_19,2.914317752096833e-06
right_pair_1_11,2.7559821023280614e-06
right_pair_8_11,2.7543348166333775e-06
right_pair_4_10,2.6891967358897193e-06
right_pair_6_19,2.6443367122080957e-06
right_pair_2_16,2.6195109075479235e-06
right_pair_11_19,2.6080010238162334e-06
right_rel_y_19,2.596840510712e-06
right_rel_y_12,2.544443419318346e-06
right_pair_8_16,2.5441892255020825e-06
right_pair_3_5,2.5343896079648856e-06
right_pair_3_9,2.5191938579654316e-06
right_pair_12_18,2.4002400240024003e-06
right_pair_8_18,2.3930634353506518e-06
right_pair_15_18,2.38115854186517e-06
right_pair_13_15,2.3573785950024027e-06
right_rel_x_19,2.2033779679691393e-06
right_pair_0_16,2.1914325025704685e-06
right_pair_9_16,2.1568368400467194e-06
right_pair_0_4,2.1405636817695232e-06
right_pair_0_11,2.1390074405964243e-06
right_pair_5_8,2.124338762917988e-06
right_pair_14_18,2.107955475998741e-06
right_rel_y_11,2.055263758849078e-06
right_rel_x_9,2.047936893204148e-06
right_pair_8_20,2.0286718961319587e-06
right_pair_10_19,2.0042757883484125e-06
right_pair_12_20,1.962836953677032e-06
right_pair_2_14,1.9559902200488726e-06
right_pair_4_7,1.9557989438684566e-06
right_pair_13_18,1.9066446774788087e-06
right_pair_6_15,1.7923441300729382e-06
right_pair_6_8,1.7804154302670212e-06
right_pair_10_18,1.734104046242698e-06
right_pair_9_13,1.712622024319217e-06
right_pair_2_9,1.646542261251407e-06
right_pair_4_15,1.6204829039053684e-06
right_pair_3_18,1.6191967621328654e-06
right_rel_x_20,1.606620019996651e-06
right_rel_y_15,1.5713858126309865e-06
right_pair_2_11,1.5710919088766545e-06
right_pair_14_16,1.5612129641507566e-06
right_pair_9_18,1.5569395017793617e-06
right_rel_y_9,1.5527950310558526e-06
right_pair_11_18,1.533742331288371e-06
right_pair_10_17,1.5191902716795747e-06
right_pair_5_19,1.497753369945101e-06
right_pair_3_11,1.4450608846357932e-06
right_rel_x_18,1.4408725355483372e-06
right_rel_x_3,1.4403935466347526e-06
right_pair_1_13,1.4318442153493371e-06
right_pair_9_19,1.4242641302142527e-06
right_pair_9_10,1.4036210680322372e-06
right_rel_x_17,1.3680763758577924e-06
right_pair_0_3,1.3563242397808108e-06
right_pair_10_20,1.3262599469495863e-06
right_rel_x_13,1.31839156229398e-06
right_pair_1_17,1.3051990428540154e-06
right_pair_7_15,1.269914569383479e-06
right_pair_17_18,1.2569130216189826e-06
right_pair_2_17,1.2557077625570928e-06
right_pair_14_19,1.2505210504376618e-06
right_pair_11_16,1.245588540585404e-06
right_pair_9_20,1.2430676936435157e-06
right_pair_3_13,1.24041497519165e-06
right_pair_1_10,1.2385434728758977e-06
right_pair_2_8,1.2042389210019519e-06
right_pair_6_18,1.2037644998905475e-06
right_pair_17_20,1.1940298507462508e-06
right_pair_3_16,1.1826547801647816e-06
